X,Y,Elevation,Target
550500,213900,30,5
550500,213900,40,5
550550,213550,-20,1
550550,213550,-10,1
550550,213550,0,2
550550,213550,10,2
550550,213550,20,3
550550,213550,30,4
550550,213550,40,4
550550,213600,-20,1
550550,213600,-10,1
550550,213600,0,2
550550,213600,10,3
550550,213600,20,3
550550,213600,30,4
550550,213600,40,4
550550,213650,-20,1
550550,213650,-10,2
550550,213650,0,2
550550,213650,10,3
550550,213650,20,3
550550,213650,30,4
550550,213650,40,4
550550,213700,-20,1
550550,213700,-10,2
550550,213700,0,2
550550,213700,10,3
550550,213700,20,3
550550,213700,30,4
550550,213700,40,4
550550,213750,-20,1
550550,213750,-10,2
550550,213750,0,2
550550,213750,10,3
550550,213750,20,4
550550,213750,30,4
550550,213750,40,5
550550,213800,-20,2
550550,213800,-10,2
550550,213800,0,3
550550,213800,10,3
550550,213800,20,4
550550,213800,30,4
550550,213800,40,5
550550,213850,-20,2
550550,213850,-10,2
550550,213850,0,3
550550,213850,10,3
550550,213850,20,4
550550,213850,30,4
550550,213850,40,5
550550,213900,-20,2
550550,213900,-10,2
550550,213900,0,3
550550,213900,10,3
550550,213900,20,4
550550,213900,30,5
550550,213900,40,5
550600,213550,-20,1
550600,213550,-10,1
550600,213550,0,2
550600,213550,10,2
550600,213550,20,3
550600,213550,30,4
550600,213550,40,4
550600,213600,-20,1
550600,213600,-10,1
550600,213600,0,2
550600,213600,10,3
550600,213600,20,3
550600,213600,30,4
550600,213600,40,4
550600,213650,-20,1
550600,213650,-10,2
550600,213650,0,2
550600,213650,10,3
550600,213650,20,3
550600,213650,30,4
550600,213650,40,4
550600,213700,-20,1
550600,213700,-10,2
550600,213700,0,2
550600,213700,10,3
550600,213700,20,3
550600,213700,30,4
550600,213700,40,4
550600,213750,-20,1
550600,213750,-10,2
550600,213750,0,2
550600,213750,10,3
550600,213750,20,4
550600,213750,30,4
550600,213750,40,5
550600,213800,-20,2
550600,213800,-10,2
550600,213800,0,3
550600,213800,10,3
550600,213800,20,4
550600,213800,30,4
550600,213800,40,5
550600,213850,-20,2
550600,213850,-10,2
550600,213850,0,3
550600,213850,10,3
550600,213850,20,4
550600,213850,30,4
550600,213850,40,5
550600,213900,-20,2
550600,213900,-10,2
550600,213900,0,3
550600,213900,10,3
550600,213900,20,4
550600,213900,30,5
550600,213900,40,5
550650,213550,-20,1
550650,213550,-10,1
550650,213550,0,2
550650,213550,10,2
550650,213550,20,3
550650,213550,30,4
550650,213550,40,4
550650,213600,-20,1
550650,213600,-10,1
550650,213600,0,2
550650,213600,10,3
550650,213600,20,3
550650,213600,30,4
550650,213600,40,4
550650,213650,-20,1
550650,213650,-10,2
550650,213650,0,2
550650,213650,10,3
550650,213650,20,3
550650,213650,30,4
550650,213650,40,4
550650,213700,-20,1
550650,213700,-10,2
550650,213700,0,2
550650,213700,10,3
550650,213700,20,3
550650,213700,30,4
550650,213700,40,4
550650,213750,-20,1
550650,213750,-10,2
550650,213750,0,2
550650,213750,10,3
550650,213750,20,4
550650,213750,30,4
550650,213750,40,5
550650,213800,-20,2
550650,213800,-10,2
550650,213800,0,3
550650,213800,10,3
550650,213800,20,4
550650,213800,30,4
550650,213800,40,5
550650,213850,-20,2
550650,213850,-10,2
550650,213850,0,3
550650,213850,10,3
550650,213850,20,4
550650,213850,30,4
550650,213850,40,5
550650,213900,-20,2
550650,213900,-10,2
550650,213900,0,3
550650,213900,10,3
550650,213900,20,4
550650,213900,30,5
550650,213900,40,5
550700,213550,-20,1
550700,213550,-10,1
550700,213550,0,2
550700,213550,10,2
550700,213550,20,3
550700,213550,30,3
550700,213550,40,4
550700,213600,-20,1
550700,213600,-10,1
550700,213600,0,2
